Summons Number,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
4798410457,NY,PAS,9/7/22,36,SUBN,DODGE,V,0,,0,0,0,,,0257P,,BX,,0,1180,B,T,,,,WH,,2018,,0,,,
9046931640,NJ,PAS,4/10/23,47,DELV,FRUEH,T,88888888,18,18,18,361831,MTTF,B,0827A,,NY,F,0,408,L2,, YYYYYY,0700A,0700P,RED,,0,,0,,,
4785918779,NY,PAS,7/7/22,36,4DSD,TOYOT,V,0,,0,0,0,,,0113P,,BX,,0,1180,B,T,,,,GY,,2017,,0,,,
9024460761,NY,PAS,12/9/22,71,SUBN,VOLKS,T,20231118,60,60,60,355147,T302,N,0808A,,K,F,0,408,J6,,YYYYYYY,,,BK,,2010,,0,,,
4784723079,VA,PAS,6/28/22,36,2D,HONDA,V,0,,0,0,0,,,0235P,,BK,,0,1180,B,T,,,,BLK,,2011,,0,,,
9015863672,NY,PAS,11/9/22,21,SUBN,ACURA,T,20230524,61,61,61,343918,T302,L,0839A,,K,F,0,408,D1,,   Y,0830A,1000A,BLUE,,2022,,0,,,
9028164698,NY,PAS,1/18/23,38,SUBN,HYUND,T,20240627,26,26,26,372225,T103,L,0834P,,NY,O,0,408,H1,, YYYYY,0800A,1000P,BL,,2022,110014,0,,,
5122874323,NY,PAS,8/21/22,7,4DSD,HONDA,V,0,,0,0,0,,,0357P,,BX,,0,1111,D,T,,,,GY,,2022,,0,,,
8968494630,NJ,PAS,10/26/22,20,SUBN,NISSA,T,88888888,46,46,46,365371,T801,A,1143P,,BX,O,0,408,D,,YYYYYYY,,,GREY,,0,,0,,,
2009677742,MA,PAS,1/23/23,21,MFH,CHEVR,S,0,63,63,0,667964,KS18,,1206P,0,Kings,F,0,408,d1,,Y,1130A,0100P,WH,,0,,0,,,
5124074103,NY,COM,10/25/22,7,TRAC,ISUZU,V,0,,0,0,0,,,0811A,,BX,,0,1111,D,T,,,,WH,,2019,,0,,,
4839893548,NY,PAS,5/4/23,36,SUBN,MAZDA,V,0,,0,0,0,,,0758P,,BK,,0,1180,B,T,,,,BL,,2022,,0,,,
9029319926,GA,PAS,2/14/23,20,4DSD,HONDA,T,88888888,13,13,13,374590,T102,E,0847A,,NY,F,0,408,D,, YYYYYY,0800A,0600P,GREY,,0,,0,,,
4824723693,NY,PAS,1/29/23,36,4DSD,NISSA,V,0,,0,0,0,,,0328A,,BK,,0,1180,B,T,,,,BK,,2018,,0,,,
9064984281,NY,COM,7/22/23,82,VAN,FORD,T,20250531,115,115,115,354007,T401,E,0843A,,Q,F,0,408,K1,,YYYYYYY,,,WH,,2022,,0,,,
8855627089,NJ,PAS,7/27/22,17,SUBN,JEEP,T,88888888,52,52,52,343495,T720,G,0320P,,BX,F,0,408,C4,,YYYYYYY,0600A,0900P,TAN,,0,,0,,,
9034426798,NY,PAS,2/14/23,71,SUBN,SUBAR,T,20240128,122,122,122,366500,T303,A,0756A,,R,O,0,408,J6,,YYYYYYY,,,WHITE,,2019,,0,,,
4793724449,NY,PAS,8/18/22,36,SUBN,NISSA,V,0,,0,0,0,,,0152P,,MN,,0,1180,B,T,,,,RD,,2006,,0,,,
8956396516,NY,PAS,8/28/23,21,SUBN,MAZDA,T,20240112,50,50,50,375265,T201,E,0844A,,BX,F,0,408,D1,, Y,0830A,1000A,RED,,2019,,0,,,
4850271340,NY,PAS,7/7/23,36,SUBN,NISSA,V,0,,0,0,0,,,1145P,,BX,,0,1180,B,T,,,,GY,,2020,,0,,,
8499839757,NY,PAS,7/21/22,21,SUBN,HYUND,T,20230214,33,33,33,373714,T103,C,1046A,,NY,F,0,408,D1,,    Y,0930A,1100A,GR,,2005,,0,,,
9017251785,NJ,PAS,11/9/22,19,SUBN,TOYOT,T,88888888,66,66,66,349483,T302,D,0933A,,K,F,0,408,C3,,YYYYYYY,,,TAN,,0,,0,,,
8569540462,NY,COM,12/29/22,21,PICK,NISSA,T,20230228,20,20,20,358927,T103,II,1024A,,NY,F,0,408,D1,, Y  Y,0930A,1100A,WH,,2020,,0,,,
9000667781,NY,OMT,7/22/22,38,4DSD,HONDA,T,20220731,102,102,102,365344,T402,C,0907A,,Q,F,0,408,H1,, YYYYYY,0830A,0700P,BK,,2018,426672,0,,,
8871176534,NY,PAS,7/8/22,38,SUBN,TOYOT,T,20231125,114,114,114,366451,T401,K,0119P,,Q,O,0,408,H1,, YYYYYY,0800A,0700P,GY,,2009,415528,0,,,
9065357452,NY,PAS,8/2/23,71,4DSD,BMW,T,20240715,63,63,63,365831,T302,O,0827A,,K,I,0,408,J6,,YYYYYYY,,,WH,,2010,,0,,,
8982237434,NY,PAS,11/3/22,21,SUBN,DODGE,T,20221214,61,61,61,373723,T302,I,0818A,,K,F,0,408,D1,, Y  Y,0800A,0930A,WH,,2015,,0,,,
4798138721,NY,PAS,9/6/22,36,SUBN,ACURA,V,0,,0,0,0,,,0502A,,BK,,0,1180,B,T,,,,BK,,2012,,0,,,
9045774902,NY,SRF,4/25/23,37,SUBN,MAZDA,T,20250131,13,13,13,371765,T102,N,0325P,0142P,NY,F,0,408,H1,, YYYYYY,0830A,0700P,BL,,2021,103711,0,,,
4846953270,NJ,PAS,6/20/23,36,PV,CHRYS,V,0,,0,0,0,,,0711P,,BK,,0,1180,B,T,,,,,,2020,,0,,,
9047470333,NJ,PAS,4/21/23,16,4DSD,PORSC,T,88888888,10,10,10,374661,T102,M,0142P,,NY,F,0,408,K2,, YYYYY,0700A,0700P,GREY,,0,,0,,,
2008906346,NY,PAS,11/29/22,66,SEMI,N/S,S,0,104,104,0,515350,QW05,,0808A,0,Qns,,0,408,k4,,,,,GY,,0,,0,,,
5128555446,NJ,PAS,6/30/23,7,ST,HIN,V,0,,0,0,0,,,0821A,,QN,,0,1111,D,T,,,,,,2017,,0,,,
4784761743,NY,PAS,6/28/22,36,SUBN,NISSA,V,0,,0,0,0,,,0708P,,QN,,0,1180,B,T,,,,BL,,2018,,0,,,
9040016781,PA,PAS,3/14/23,21,SUBN,FORD,T,88888888,102,102,102,363561,T402,Y,0814A,,Q,O,0,408,D1,,  Y,0800A,0930A,WHITE,,0,,0,,,
4794799998,PA,PAS,8/23/22,36,SW,TOYOT,V,0,,0,0,0,,,0910A,,BX,,0,1180,B,T,,,,,,2019,,0,,,
4817233734,NY,PAS,12/14/22,36,SUBN,TOYOT,V,0,,0,0,0,,,0210P,,BX,,0,1180,B,T,,,,GY,,2019,,0,,,
9031530475,PA,PAS,2/8/23,21,SUBN,AUDI,T,20168888,94,94,94,356531,T301,A,1211P,,K,O,0,408,D1,,   Y,1130A,0100P,BLACK,,0,,0,,,
4027805227,NY,PAS,12/12/22,5,4DSD,NISSA,V,0,,0,0,0,,,0637P,,BX,,0,1111,C,T,,,,WH,,2017,,0,,,
4796783635,NY,PAS,8/31/22,36,SUBN,ROVER,V,0,,0,0,0,,,1144A,,ST,,0,1180,B,T,,,,GY,,2020,,0,,,
4801293335,NY,PAS,9/20/22,36,SUBN,SUZUK,V,0,,0,0,0,,,0357P,,BK,,0,1180,B,T,,,,WH,,2001,,0,,,
9062021505,NY,PAS,6/22/23,14,SUBN,VOLKS,T,20250426,45,45,45,349900,T201,N,0937A,,BX,F,0,408,C,,SCHOOL,0700A,0400P,GY,,2021,,0,,,
9023993354,NY,PAS,1/5/23,21,SUBN,MAZDA,T,20240829,20,20,20,357097,T103,J,1116A,,NY,O,0,408,D1,, Y  Y,1100A,1230A,BK,,2020,,0,,,
8873109901,IL,PAS,7/27/22,20,SUBN,JEEP,T,88888888,104,104,104,362640,T402,R,0224P,,Q,I,0,408,D,, YYYYY,0700A,0700P,GREEN,,0,,0,,,
9017209045,NY,OMS,11/14/22,17,SUBN,JEEP,T,20230930,44,44,44,361823,T201,O,0714A,,BX,F,0,408,C4,,YYYYYYY,,,GY,,2022,,0,,,
9016198910,NJ,PAS,11/11/22,20,4DSD,VOLKS,T,88888888,79,79,79,370844,T301,M,0121P,,K,O,0,408,D,,YYYYYYY,,,GREY,,0,,0,,,
4794228399,NY,PAS,8/21/22,36,4DSD,KIA,V,0,,0,0,0,,,1209A,,BK,,0,1180,B,T,,,,BL,,2014,,0,,,
8915926638,NY,COM,6/29/22,10,UTIL,GMC,T,88888888,9,9,9,370291,T102,J,0902A,,NY,I,0,408,B,,YYYYYYY,,,WHITE,,2009,,0,,,
4806921415,NY,PAS,10/18/22,36,SUBN,HONDA,V,0,,0,0,0,,,0226P,,BK,,0,1180,B,T,,,,BL,,2011,,0,,,
4796029515,CT,PAS,8/28/22,36,SD,HONDA,V,0,,0,0,0,,,1210P,,BK,,0,1180,B,T,,,,GY,,2013,,0,,,
8981670766,NY,PAS,11/15/22,71,4DSD,ME/BE,T,20221001,71,71,71,374573,T302,Y,0105P,,K,O,0,408,J6,,YYYYYYY,,,BK,,2016,,0,,,
4854137368,NY,PAS,7/24/23,36,4DSD,JEEP,V,0,,0,0,0,,,0924A,,QN,,0,1180,B,T,,,,BK,,2021,,0,,,
9025691365,NY,PAS,2/2/23,71,2DSD,ME/BE,T,20241214,9,9,9,358583,T102,L,0145P,,NY,I,0,408,J6,,YYYYYYY,,,GY,,2013,,0,,,
4846813691,NY,PAS,6/15/23,36,SUBN,NISSA,V,0,,0,0,0,,,1250P,,ST,,0,1180,B,T,,,,BK,,2020,,0,,,
4815026646,CT,PAS,11/27/22,36,UT,JEEP,V,0,,0,0,0,,,0512P,,BX,,0,1180,B,T,,,,,,2022,,0,,,
9010296416,NY,PAS,10/19/22,21,4DSD,TOYOT,T,20221230,84,84,84,364927,MTTF,C,0125A,,K,F,0,408,D1,, Y Y Y,1200A,0300A,LTG,,2010,,0,,,
8803626232,NY,PAS,7/12/22,31,PICK,TOYOT,T,20230714,18,18,18,361040,T106,N,0111P,,NY,F,0,408,L3,, YYYYYY,0700A,0700P,BL,,2005,,0,,,
4811402030,NY,PAS,11/11/22,36,4DSD,CHRYS,V,0,,0,0,0,,,0954A,,BX,,0,1180,B,T,,,,BL,,2009,,0,,,
9055328595,NY,PAS,6/1/23,40,SUBN,TOYOT,T,20241118,46,46,46,355281,T801,A,0136A,,BX,I,0,408,E2,,YYYYYYY,,,WH,,2020,,0,,,
9048991249,NY,PAS,4/17/23,40,4DSD,BMW,T,20230527,61,61,61,352956,T302,Y,0750A,,K,I,0,408,E2,,YYYYYYY,,,WH,,2022,,0,,,
4025797859,NY,PAS,8/12/22,5,SUBN,JEEP,V,0,,0,0,0,,,0327P,,MN,,0,1111,C,T,,,,GY,,2020,,0,,,
9038617446,IN,PAS,3/21/23,47,DELV,FRUEH,T,20238888,18,18,18,345536,MTTF,B,0759A,,NY,F,0,408,L2,,YYYYYYY,,,GREEN,,0,,0,,,
5121984868,NY,PAS,7/8/22,7,SUBN,ROVER,V,0,,0,0,0,,,0933A,,BK,,0,1111,D,T,,,,BK,,2016,,0,,,
4821042824,NJ,PAS,1/3/23,36,ST,KENWO,V,0,,0,0,0,,,0410A,,BK,,0,1180,B,T,,,,,,2023,,0,,,
4805513068,NY,OMT,10/10/22,36,4DSD,TOYOT,V,0,,0,0,0,,,1000P,,BX,,0,1180,B,T,,,,BK,,2017,,0,,,
8956437993,NY,PAS,8/25/22,74,4DSD,ME/BE,T,20240110,40,40,40,373706,T201,R,0205P,,BX,F,0,408,J2,,YYYYYYY,,,GY,,2016,,0,,,
1482380869,NY,PAS,7/15/22,14,SUBN,LEXUS,P,20220827,113,113,113,957560,113,0,1200A,,Q,F,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0,2020,-,0,,,
9050259509,NY,PAS,5/10/23,50,4DSD,TOYOT,T,20241212,75,75,75,332021,T302,N,0048A,,K,I,0,408,E5,,YYYYYYY,,,WH,,2006,,0,,,
9035231569,NJ,PAS,3/22/23,38,SUBN,JEEP,T,88888888,23,23,23,355162,T103,EE,1015A,,NY,F,0,408,H1,, YYYYYY,0800A,0700P,BLACK,,0,114679,0,,,
2007692818,CT,PAS,8/25/22,21,4DSD,JEEP,S,0,75,75,0,0,KN05,,1009A,0,Kings,O,0,408,d1,,Y  Y,0900A,1030A,RD,,0,,0,,,
4804234767,NJ,PAS,9/30/22,36,CP,BMW,V,0,,0,0,0,,,1106P,,BX,,0,1180,B,T,,,,,,2022,,0,,,
8912794012,NY,COM,8/10/22,20,VAN,FORD,T,20230430,6,6,6,355323,T102,K,1019A,,NY,F,0,408,D,, YYYYY,0800A,0600P,WH,,2006,,0,,,
5125039160,NJ,PAS,12/20/22,7,UT,FORD,V,0,,0,0,0,,,1100P,,MN,,0,1111,D,T,,,,,,2014,,0,,,
2010009344,NY,PAS,1/19/23,21,SUBN,FORD,S,20231015,32,32,0,534199,MN10,,1149A,0,NY,F,0,408,d1,,Y  Y,1130A,0100P,RD,,2006,,0,,,
9017561440,NY,PAS,11/14/22,21,SUBN,INFIN,T,20240208,110,110,110,364871,T401,L,0736A,,Q,F,0,408,D1,, YYYYYY,0730A,0800A,BK,,2015,,0,,,
4842127429,NY,PAS,5/18/23,36,4DSD,HYUND,V,0,,0,0,0,,,1050P,,QN,,0,1180,B,T,,,,GR,,2009,,0,,,
4802217547,NY,PAS,9/25/22,36,SUBN,NISSA,V,0,,0,0,0,,,0320A,,BX,,0,1180,B,T,,,,GY,,2015,,0,,,
4818567243,NJ,PAS,12/22/22,36,UT,NISSA,V,0,,0,0,0,,,1038A,,BK,,0,1180,B,T,,,,,,2009,,0,,,
9060129982,NJ,PAS,7/21/23,17,4DSD,BMW,T,88888888,17,17,17,361372,MTTF,H,0142P,,NY,O,0,408,C4,,YYYYYYY,,,WHITE,,0,,0,,,
4810531661,NY,PAS,11/5/22,36,4DSD,BMW,V,0,,0,0,0,,,1147P,,QN,,0,1180,B,T,,,,GY,,2013,,0,,,
9020803979,NY,PAS,1/4/23,38,SUBN,ACURA,T,20221229,106,106,106,370818,T402,G,0322P,,Q,I,0,408,H1,, YYYYYY,0900A,0700P,BLACK,,2017,452578,0,,,
4841846773,NY,PAS,5/17/23,36,4DSD,VOLVO,V,0,,0,0,0,,,1040A,,ST,,0,1180,B,T,,,,WH,,2020,,0,,,
4030190637,NY,PAS,5/8/23,5,SUBN,FORD,V,0,,0,0,0,,,0918A,,MN,,0,1111,C,T,,,,WH,,2018,,0,,,
8993182942,NY,PAS,8/1/22,19,SUBN,BMW,T,20240123,94,94,94,371178,T301,P,0336P,,K,F,0,408,C3,,YYYYYYY,,,GY,,2022,,0,,,
4823583693,NY,PAS,1/21/23,36,SUBN,TOYOT,V,0,,0,0,0,,,1117A,,BX,,0,1180,B,T,,,,BL,,2021,,0,,,
4833714668,NY,PAS,3/31/23,36,SUBN,NISSA,V,0,,0,0,0,,,0942A,,QN,,0,1180,B,T,,,,GY,,2016,,0,,,
9013300352,NY,PAS,10/26/22,74,4DSD,CHEVR,T,20241016,63,63,63,361068,T302,Y,0150P,,K,F,0,408,J2,,YYYYYYY,,,GREY,,2013,,0,,,
8962236199,NY,PAS,7/12/22,38,4DSD,HONDA,T,20230916,49,49,49,363540,T201,J,1144A,,BX,F,0,408,H1,, YYYYYY,0900A,0800P,RD,,2009,223525,0,,,
4802510433,NY,PAS,9/26/22,36,4DSD,TOYOT,V,0,,0,0,0,,,1209P,,BK,,0,1180,B,T,,,,BK,,2015,,0,,,
9054009317,NY,PAS,8/7/23,40,4DSD,NISSA,T,20241213,115,115,115,361130,T401,X,0455A,,Q,F,0,408,E2,,YYYYYYY,,,BK,,2013,,0,,,
9019388216,NY,PAS,11/29/22,71,4DSD,ACURA,T,20230203,105,105,105,362614,T402,P,0217P,,Q,F,0,408,J6,,YYYYYYY,,,WH,,2021,,0,,,
9034573242,NY,COM,3/2/23,21,VAN,FORD,T,20240930,19,19,19,368518,T103,E,1107A,,NY,F,0,408,D1,, Y  Y,1100A,1230A,WH,,2020,,0,,,
4843867718,NY,PAS,5/30/23,36,SUBN,ROVER,V,0,,0,0,0,,,0246P,,MN,,0,1180,B,T,,,,BK,,2023,,0,,,
8977284028,NY,PAS,4/26/23,19,SUBN,CHEVR,T,20240530,66,66,66,374599,T302,G,0334P,,K,F,0,408,C3,,YYYYYYY,,,BL,,1997,,0,,,
9060037182,OH,PAS,6/21/23,20,TRAC,KENWO,T,88888888,40,40,40,355281,T801,A,0824P,,BX,I,0,408,D,,YYYYYYY,,,BLACK,,0,,0,,,
8862027497,NY,SRF,11/25/22,74,4DSD,HYUND,T,20240821,121,121,121,362567,T303,X,0245P,,R,F,0,408,J2,,YYYYYYY,,,TN,,2018,,0,,,
4792811934,NY,PAS,8/15/22,36,4DSD,BMW,V,0,,0,0,0,,,0635P,,QN,,0,1180,B,T,,,,BK,,2011,,0,,,
4800623390,NY,PAS,9/17/22,36,SUBN,TOYOT,V,0,,0,0,0,,,0820A,,QN,,0,1180,B,T,,,,GY,,2021,,0,,,
4842034671,NY,PAS,5/18/23,36,SUBN,CHEVR,V,0,,0,0,0,,,0544P,,QN,,0,1180,B,T,,,,WH,,2022,,0,,,
4845397973,NY,PAS,6/11/23,36,SUBN,FORD,V,0,,0,0,0,,,0244A,,QN,,0,1180,B,T,,,,BK,,2014,,0,,,
4818083057,NJ,PAS,12/16/22,36,UT,MITSU,V,0,,0,0,0,,,1246P,,QN,,0,1180,B,T,,,,,,2020,,0,,,
8568131396,NY,PAS,3/23/23,14,SUBN,JEEP,T,20240810,112,112,112,363142,T402,B,0754A,,Q,I,0,408,C,,YYYYYYY,,,BK,,2022,,0,,,
4831848888,NY,PAS,3/19/23,36,4DSD,TOYOT,V,0,,0,0,0,,,0549A,,BK,,0,1180,B,T,,,,BK,,2013,,0,,,
4812309529,NY,PAS,11/13/22,36,SUBN,FORD,V,0,,0,0,0,,,1021A,,ST,,0,1180,B,T,,,,RD,,2022,,0,,,
8896890408,NY,PAS,1/17/23,21,SUBN,FORD,T,20241030,6,6,6,373666,T102,I,0906A,,NY,O,0,408,D1,,  Y  Y,0900A,1030A,BK,,2018,,0,,,
9009129123,NY,PAS,9/30/22,40,4DSD,CHEVR,T,20240626,115,115,115,349562,T401,M,0754A,,Q,F,0,408,E2,,YYYYYYY,,,BL,,2010,,6,,,
4792094082,NY,PAS,8/13/22,36,SUBN,ME/BE,V,0,,0,0,0,,,1051A,,QN,,0,1180,B,T,,,,GY,,2012,,0,,,
9023525036,NY,PAS,12/2/22,21,4DSD,HONDA,T,20231213,102,102,102,361883,T402,N,1016A,,Q,F,0,408,D1,,     Y,1000A,1130A,GY,,2022,,0,,,
4858967992,NY,PAS,8/23/23,36,SUBN,LINCO,V,0,,0,0,0,,,0327A,,QN,,0,1180,B,T,,,,WH,,2023,,0,,,
4837154542,NY,PAS,4/19/23,36,SUBN,HONDA,V,0,,0,0,0,,,0728P,,MN,,0,1180,B,T,,,,GY,,2022,,0,,,
4788390899,PA,PAS,7/20/22,36,SW,TOYOT,V,0,,0,0,0,,,0211P,,QN,,0,1180,B,T,,,,,,2018,,0,,,
9002743439,NY,PAS,8/8/22,71,4DSD,SATUR,T,20240116,83,83,83,361813,T301,Q,0939A,,K,F,0,408,J6,,YYYYYYY,,,RD,,2009,,0,,,
8589828943,IN,PAS,7/22/22,14,TRAC,FRUEH,T,20228888,18,18,18,365899,T106,B,0852A,,NY,O,0,408,C,,YYYYYYY,,,WHITE,,0,,0,,,
4852668723,NY,PAS,7/19/23,36,SUBN,FORD,V,0,,0,0,0,,,1106A,,BK,,0,1180,B,T,,,,WH,,2020,,0,,,
4835341338,NY,PAS,4/10/23,36,SUBN,JEEP,V,0,,0,0,0,,,0835A,,QN,,0,1180,B,T,,,,TN,,2020,,0,,,
4817255468,NY,PAS,12/14/22,36,SUBN,TOYOT,V,0,,0,0,0,,,0758P,,QN,,0,1180,B,T,,,,GY,,2014,,0,,,
9056791473,TX,PAS,6/2/23,16,4DSD,ME/BE,T,20238888,1,1,1,356512,T105,H,0352P,,NY,F,0,408,K2,, YYYYY,0700A,0700P,WHITE,,0,,0,,,
8915631821,OH,PAS,7/25/22,84,DELV,INTER,T,20230288,13,13,13,373677,T102,D,0310P,,NY,F,0,408,K7,,YYYYYYY,,,WHITE,,0,,0,,,
4853030943,NY,PAS,7/20/23,36,SUBN,AUDI,V,0,,0,0,0,,,0550P,,BK,,0,1180,B,T,,,,GY,,2019,,0,,,
8849583424,IN,PAS,11/15/22,84,TRAC,INTER,T,88888888,13,13,13,368561,T102,A,0620A,,NY,F,0,408,K7,,YYYYYYY,,,WHITE,,0,,0,,,
4786327992,PA,PAS,7/8/22,36,SDN,DODGE,V,0,,0,0,0,,,0705P,,BK,,0,1180,B,T,,,,,,2021,,0,,,
9006423002,NY,PAS,8/29/22,21,4DSD,TOYOT,T,20230615,61,61,61,363987,T302,J,0127P,,K,O,0,408,D1,, Y  Y,1100A,0200P,BL,,2016,,0,,,
8870931067,NY,PAS,7/30/22,71,SUBN,GMC,T,20230916,114,114,114,370739,T401,I,0759A,,Q,F,0,408,J6,,YYYYYYY,,,BL,,2007,,0,,,
9006350412,PA,PAS,9/1/22,20,SUBN,FORD,T,20228888,34,34,34,361302,T103,E,0845A,,NY,F,0,408,D,,YYYYYYY,,,BLUE,,0,,0,,,
8882923769,NY,PAS,9/21/22,40,SUBN,ME/BE,T,20240620,122,122,122,361297,T303,E,0253P,,R,I,0,408,E2,,YYYYYYY,,,WH,,2021,,0,,,
4847105485,NY,PAS,6/21/23,36,SUBN,JEEP,V,0,,0,0,0,,,0214P,,BK,,0,1180,B,T,,,,BL,,2017,,0,,,
4816598250,NY,PAS,12/7/22,36,SUBN,TESLA,V,0,,0,0,0,,,0957P,,QN,,0,1180,B,T,,,,WH,,2022,,0,,,
9045783605,NJ,PAS,5/4/23,17,SUBN,AUDI,T,88888888,10,10,10,358901,T102,L,0121P,,NY,F,0,408,C4,,YYYYYYY,,,BLACK,,0,,0,,,
4859079802,FL,PAS,8/20/23,36,UT,ME/BE,V,0,,0,0,0,,,0434A,,MN,,0,1180,B,T,,,,GRN,,2020,,0,,,
4799051210,CA,PAS,9/8/22,36,4D,HYUND,V,0,,0,0,0,,,1011P,,BK,,0,1180,B,T,,,,,,2013,,0,,,
4838559161,NJ,PAS,4/28/23,36,UT,ME/BE,V,0,,0,0,0,,,1052A,,QN,,0,1180,B,T,,,,,,2014,,0,,,
9028378790,NY,PAS,2/1/23,71,SUBN,JEEP,T,20230228,83,83,83,362209,T301,G,1030A,,K,F,0,408,J6,,YYYYYYY,,,GY,,2014,,0,,,
9033533078,NY,PAS,2/13/23,37,SUBN,TESLA,T,20241219,111,111,111,354002,T401,G,0301P,0234P,Q,F,0,408,H1,, YYYYYY,0900A,0700P,WH,,2021,452171,0,,,
1485290272,NY,PAS,9/25/22,98,SUBN,TOYOT,P,20230222,69,69,69,971951,69,0,1149A,,,F,0,408,F2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,
4795076972,NY,PAS,8/24/22,36,SUBN,DODGE,V,0,,0,0,0,,,0130P,,ST,,0,1180,B,T,,,,WH,,2018,,0,,,
4858965650,NY,PAS,8/23/23,36,SUBN,NISSA,V,0,,0,0,0,,,0157A,,QN,,0,1180,B,T,,,,GY,,2012,,0,,,
9008409290,NY,PAS,9/21/22,21,PICK,CHEVR,T,20221030,68,68,68,331845,T302,M,0855A,,K,F,0,408,D1,,   Y,0830A,1000A,BK,,2019,,0,,,
4840835858,NJ,PAS,5/14/23,36,PICK,FORD,V,0,,0,0,0,,,1247P,,BK,,0,1180,B,T,,,,,,2019,,0,,,
8961586798,NY,PAS,2/8/23,38,4DSD,LEXUS,T,20250204,46,46,46,373770,T201,R,0531P,,BX,I,0,408,H1,, YYYYYY,0900A,0700P,BL,,2007,219038,0,,,
9010101320,NY,PAS,9/29/22,14,4DSD,HYUND,T,20230811,33,33,33,364881,T103,L,0247P,,NY,F,0,408,C,,YYYYYYY,,,GY,,2013,,0,,,
9045630369,NY,PAS,3/30/23,20,SUBN,TOYOT,T,20250305,71,71,71,347654,T302,M,0150P,,K,F,0,408,D,,YYYYYYY,,,GY,,2019,,0,,,
9015735384,NY,PAS,12/19/22,31,4DSD,HYUND,T,20230923,10,10,10,366497,T102,O,0134P,,NY,O,0,408,L3,, YYYYY,0730A,0700P,GY,,2010,,0,,,
4812788523,NJ,PAS,11/19/22,36,UT,TOYOT,V,0,,0,0,0,,,1254P,,QN,,0,1180,B,T,,,,,,2018,,0,,,
4855559453,NY,OMR,7/31/23,36,BUS,THOMA,V,0,,0,0,0,,,0516P,,MN,,0,1180,B,T,,,,YW,,2020,,0,,,
8585276940,NY,COM,8/15/22,14,DELV,ISUZU,T,20240630,18,18,18,354205,T106,E,1044A,,NY,F,0,408,C,,YYYYYYY,0700A,1200A,WH,,2016,,0,,,
9059999034,NY,COM,6/24/23,69,VAN,FRUEH,T,20250228,20,20,20,357090,T103,EE,0908A,,NY,O,0,408,H1,, YYYYYY,0700A,0700P,WH,,2018,114917,0,,,
9054301030,NY,OMT,5/15/23,38,4DSD,TOYOT,T,20230630,112,112,112,362583,T402,H,0134P,,Q,F,0,408,H1,, YYYYYY,0830A,0700P,BK,,2018,466073,0,,,
8949073997,NY,PAS,3/20/23,71,SUBN,NISSA,T,20240925,33,33,33,375368,T103,I,0234P,,NY,O,0,408,J6,,YYYYYYY,,,WH,,2011,,0,,,
8952228844,NJ,PAS,9/13/22,10,TRAC,NS,T,20100488,19,19,19,373694,T103,HH,0813A,,NY,O,0,408,B,,YYYYYYY,,,WHITE,,0,,0,,,
9028354359,PA,PAS,1/10/23,46,2DSD,MINI,T,88888888,71,71,71,362237,T302,N,0144P,,K,F,0,408,F1,,YYYYYYY,,,BLUE,,0,,0,,,
4846499121,FL,PAS,6/14/23,36,UT,BMW,V,0,,0,0,0,,,1015A,,BX,,0,1180,B,T,,,,GRY,,2014,,0,,,
8914328466,NJ,PAS,8/29/22,69,VAN,CHEVR,T,88888888,9,9,9,371169,T102,H,0849A,,NY,I,0,408,H1,, YYYYY,0800A,0600P,WHITE,,0,105673,0,,,
8947197361,NY,OMT,7/6/23,74,SUBN,INFIN,T,20240228,24,24,24,374577,T103,GG,0411P,,NY,O,0,408,J2,,YYYYYYY,,,BK,,2017,,0,,,
9043637622,NY,PAS,4/11/23,40,4DSD,BMW,T,20240719,62,62,62,375357,T302,F,1041A,,K,O,0,408,E2,,YYYYYYY,,,GREEN,,2017,,0,,,
9011083878,NJ,PAS,10/29/22,38,SUBN,GMC,T,88888888,20,20,20,358596,T103,EE,0830A,,NY,F,0,408,H1,,      Y,0800A,0700P,BLACK,,0,111721,0,,,
2009563270,NY,PAS,12/23/22,21,4DSD,ALFAR,S,20240425,67,67,0,997576,KN17,,1113A,0,Kings,F,0,408,d1,, Y  Y,1100A,1230P,WH,,2018,,0,,,
8916096959,NY,COM,9/7/22,10,VAN,FRUEH,T,88888888,9,9,9,373099,T102,X,0209P,,NY,F,0,408,B,,YYYYYYY,,,BROWN,,2019,,0,,,
4857219992,NY,PAS,8/13/23,36,SUBN,JEEP,V,0,,0,0,0,,,0729P,,ST,,0,1180,B,T,,,,BK,,2020,,0,,,
4814191546,CA,PAS,11/22/22,36,MS,PIAGI,V,0,,0,0,0,,,0305P,,MN,,0,1180,B,T,,,,,,2013,,0,,,
